from_external_ref,from_type,to_external_ref,to_type,edge_type,verified,weight_base
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:SAMSUNG_SECURITIES,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_SECURITIES,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:SAMSUNG_SECURITIES,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_SECURITIES,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:SHINHAN_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:SHINHAN_FINANCIAL,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:SAMSUNG_SECURITIES,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_SECURITIES,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:SHINHAN_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:SHINHAN_FINANCIAL,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:SK,org,same_city,false,0.14
KR:COMPANY:SK,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:SAMSUNG_SECURITIES,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_SECURITIES,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:SHINHAN_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:SHINHAN_FINANCIAL,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:SK,org,same_city,false,0.14
KR:COMPANY:SK,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:SKC,org,same_city,false,0.14
KR:COMPANY:SKC,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:SAMSUNG_SECURITIES,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_SECURITIES,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:SHINHAN_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:SHINHAN_FINANCIAL,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:SK,org,same_city,false,0.14
KR:COMPANY:SK,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:SKC,org,same_city,false,0.14
KR:COMPANY:SKC,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:SK_BIOPHARMACEUTICALS,org,same_city,false,0.14
KR:COMPANY:SK_BIOPHARMACEUTICALS,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:SAMSUNG_SECURITIES,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_SECURITIES,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:SHINHAN_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:SHINHAN_FINANCIAL,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:SK,org,same_city,false,0.14
KR:COMPANY:SK,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:SKC,org,same_city,false,0.14
KR:COMPANY:SKC,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:SK_BIOPHARMACEUTICALS,org,same_city,false,0.14
KR:COMPANY:SK_BIOPHARMACEUTICALS,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:SK_INNOVATION,org,same_city,false,0.14
KR:COMPANY:SK_INNOVATION,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:SAMSUNG_SECURITIES,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_SECURITIES,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:SHINHAN_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:SHINHAN_FINANCIAL,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:SK,org,same_city,false,0.14
KR:COMPANY:SK,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:SKC,org,same_city,false,0.14
KR:COMPANY:SKC,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:SK_BIOPHARMACEUTICALS,org,same_city,false,0.14
KR:COMPANY:SK_BIOPHARMACEUTICALS,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:SK_INNOVATION,org,same_city,false,0.14
KR:COMPANY:SK_INNOVATION,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:SK_SQUARE,org,same_city,false,0.14
KR:COMPANY:SK_SQUARE,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:SAMSUNG_SECURITIES,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_SECURITIES,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:SHINHAN_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:SHINHAN_FINANCIAL,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:SK,org,same_city,false,0.14
KR:COMPANY:SK,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:SKC,org,same_city,false,0.14
KR:COMPANY:SKC,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:SK_BIOPHARMACEUTICALS,org,same_city,false,0.14
KR:COMPANY:SK_BIOPHARMACEUTICALS,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:SK_INNOVATION,org,same_city,false,0.14
KR:COMPANY:SK_INNOVATION,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:SK_SQUARE,org,same_city,false,0.14
KR:COMPANY:SK_SQUARE,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:SK_TELECOM,org,same_city,false,0.14
KR:COMPANY:SK_TELECOM,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:SAMSUNG_SECURITIES,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_SECURITIES,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:SHINHAN_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:SHINHAN_FINANCIAL,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:SK,org,same_city,false,0.14
KR:COMPANY:SK,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:SKC,org,same_city,false,0.14
KR:COMPANY:SKC,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:SK_BIOPHARMACEUTICALS,org,same_city,false,0.14
KR:COMPANY:SK_BIOPHARMACEUTICALS,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:SK_INNOVATION,org,same_city,false,0.14
KR:COMPANY:SK_INNOVATION,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:SK_SQUARE,org,same_city,false,0.14
KR:COMPANY:SK_SQUARE,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:SK_TELECOM,org,same_city,false,0.14
KR:COMPANY:SK_TELECOM,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:S_OIL,org,same_city,false,0.14
KR:COMPANY:S_OIL,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:SAMSUNG_SECURITIES,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_SECURITIES,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:SHINHAN_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:SHINHAN_FINANCIAL,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:SK,org,same_city,false,0.14
KR:COMPANY:SK,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:SKC,org,same_city,false,0.14
KR:COMPANY:SKC,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:SK_BIOPHARMACEUTICALS,org,same_city,false,0.14
KR:COMPANY:SK_BIOPHARMACEUTICALS,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:SK_INNOVATION,org,same_city,false,0.14
KR:COMPANY:SK_INNOVATION,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:SK_SQUARE,org,same_city,false,0.14
KR:COMPANY:SK_SQUARE,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:SK_TELECOM,org,same_city,false,0.14
KR:COMPANY:SK_TELECOM,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:S_OIL,org,same_city,false,0.14
KR:COMPANY:S_OIL,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:WOORI_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:WOORI_FINANCIAL,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:SAMSUNG_SECURITIES,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_SECURITIES,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:SHINHAN_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:SHINHAN_FINANCIAL,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:SK,org,same_city,false,0.14
KR:COMPANY:SK,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:SKC,org,same_city,false,0.14
KR:COMPANY:SKC,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:SK_BIOPHARMACEUTICALS,org,same_city,false,0.14
KR:COMPANY:SK_BIOPHARMACEUTICALS,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:SK_INNOVATION,org,same_city,false,0.14
KR:COMPANY:SK_INNOVATION,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:SK_SQUARE,org,same_city,false,0.14
KR:COMPANY:SK_SQUARE,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:SK_TELECOM,org,same_city,false,0.14
KR:COMPANY:SK_TELECOM,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:S_OIL,org,same_city,false,0.14
KR:COMPANY:S_OIL,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:WOORI_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:WOORI_FINANCIAL,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:YUHAN,org,same_city,false,0.14
KR:COMPANY:YUHAN,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:SAMSUNG_SECURITIES,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_SECURITIES,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:SHINHAN_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:SHINHAN_FINANCIAL,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:SK,org,same_city,false,0.14
KR:COMPANY:SK,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:SKC,org,same_city,false,0.14
KR:COMPANY:SKC,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:SK_BIOPHARMACEUTICALS,org,same_city,false,0.14
KR:COMPANY:SK_BIOPHARMACEUTICALS,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:SK_INNOVATION,org,same_city,false,0.14
KR:COMPANY:SK_INNOVATION,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:SK_SQUARE,org,same_city,false,0.14
KR:COMPANY:SK_SQUARE,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:SK_TELECOM,org,same_city,false,0.14
